added_by,artist,banner,buy_enabled,description,download_enabled,downloads,host,listens,rating_count,rating_score,release_date,streaming_enabled,title,tracks,views
therealdjshon,LeekELeek,exclusive,no,"2GreedyEnt Presents @LeekELeek Highly Anticipated Album ""Geekin"" Hosted By @DJShonChicago @StackOrStarvDJs @SOSPromotions www.stackorstarvedvd.com",yes,1805,DJ Shon (StackOrStarveDJs),3749,10,5,11/18/2013,yes,Geekin',13,26611
Omizzle,OverDoz,sponsored,no,"New project from OverDoz ""Boom""",yes,21406,,22883,63,5,11/14/2013,yes,Boom,17,97881
SmashGangLabel,Og Boo Dirty,sponsored,no,1017 artist @iamogboodirty is back with the hottest mixtape in The Streetz !,yes,4460,Swamp Izzo Dj Lighta,6890,20,5,11/14/2013,yes,Definition Of A G 2,17,32816
bcakes,Millyz,sponsored,no,"Millyz new LP ""Future Memories"" Produced by The Colombians featuring Jadakiss, Freeway, Fat Trel, Caskey & More. 
Follow Millyz On Twitter & Instagram @Millyz. 
Follow The Colombians On Twitter @TheColombians",yes,49987,,136138,468,4,11/12/2013,yes,Future Memories,13,496195
Omizzle,Hi-Rez,exclusive,no,"This Is Hi-Rez's 5th Free Mixtape To date. Rez feels he has finally found and formed sort of a skeleton/rough draft of his sound in this music industry. He's never felt more connected with his music than he is now. Rez has been going through an extreme rough patch in his life the last couple years and his music really reflects his emotions and what he's been experiencing on a day to day basis. I'll let the music/videos speak from themselves, Enjoy Rez's newest and greatest project to date ""Product Of My Environment"". Thank you :)",yes,19424,,21240,98,5,11/12/2013,yes,Product Of My Environment,14,135455
DJPaulKOM36,Da Mafia 6ix,sponsored,no,"DJ Paul KOM presents Da Mafia 6ix (DJ Paul, Gangsta Boo, Crunchy Black, Lord Infamous, Koopsta Knicca) 6ix Commandments Mixtape, hosted by Trap-A-Holics. Featuring 8ball & MJG, Yelawolf, Lil Wyte, SpaceGhostPurrp, Bizzy Bone, Krayzie Bone, The Outlawz, La Chat, Skinny Pimp and MORE!",yes,41182,Trap-A-Holics,37203,213,5,11/12/2013,yes,6ix Commandments,12,185609
flybeats09,J-Hood,exclusive,no,,yes,1680,,2452,10,5,11/12/2013,yes,Don Status EP,9,19970
flybeats09,T-Rex,exclusive,no,,yes,3871,DJ Spazzo,9480,25,4,11/11/2013,yes,Nightmare On 112 Street,18,42358
Omizzle,Lecrae,exclusive,no,"Lecrae is back with another ""Church Clothes"" mixtape Hosted once again by Don Cannon.  Follow on twitter @Lecrae @DonCannon @istreetsymphony",yes,228595,Don Cannon,121802,435,5,11/7/2013,yes,Church Clothes 2,16,841540
Da_ChiiNk,Cap 1 & Verse Simmonds,sponsored,no,"New mixtape from Cap 1 & Verse Simmonds ""Champagne Poets"" hosted by DJ Scream & DJ E.Sudd",yes,7385,DJ Scream & DJ E.Sudd,9536,20,5,11/7/2013,yes,Champagne Poets,12,38730
flybeats09,Torch,exclusive,no,New mixtape from Torch presented by Specialyst Ent.,yes,4022,"DJ Instynctz, DJ Messiah & DJ Rhythm",7126,16,4,11/6/2013,yes,Da Bronx Zoo,17,44541
omarion,Omarion,exclusive,no,"New project from Maybach Music's OMARION the second installment in his ""Care Package"" series.  The project is hosted by Don Cannon and features include Casey Veggies, Czar and Audio Push.  Follow on twitter @1Omarion",yes,148764,Don Cannon,171460,250,5,11/5/2013,yes,Care Package 2,9,880450
Omizzle,Reed Dollaz,exclusive,no,"Dolla Day Entertainment Presents: Reed Dollaz - Reedadelphia 3 #R3 which is his 4th installment to his ""Reedadelphia"" series which has grown to show his abilities past ""Battle Rap"".
Follow Him and his label @RealReedDollaz @DollaDayEnt",yes,27892,,19801,39,5,11/5/2013,yes,Reedadelphia 3,16,110770
Da_ChiiNk,Roc Marciano,sponsored,no,"Roc Marciano releases his new mixtape ""The Pimpire Strikes Back"". With features from Willie The Kid, Action Bronson, Meyhem Lauren & Knowledge The Pirate. Follow him @rocmarci",yes,20220,,24363,113,5,11/5/2013,yes,The Pimpire Strikes Back,16,102241
Da_ChiiNk,Troy Ave,sponsored,no,"Troy Ave releases his most anticipated project to date ""New York City: The Album,"" with features from Pusha T, Raekwon, N.O.R.E., Tony Yayo, Prodigy and more, as well as production from Harry Fraud, Sledgren, Scram Jones, and more. Follow @TroyAve",yes,82071,,98463,222,5,11/4/2013,yes,New York City: The Album,17,344004
Da_ChiiNk,Black Cobain,sponsored,no,"New mixtape from Black Cobain ""Perfect Contradiction""",yes,4091,,3813,15,5,11/4/2013,yes,Perfect Contradiction,12,24318
Da_ChiiNk,Papoose,sponsored,no,"New mixtape from Papoose ""Hoodie Season"" hosted by Superstar Jay",yes,32570,Superstar Jay,37412,131,5,11/4/2013,yes,Hoodie Season,22,148594
youngdolphmusic,Young Dolph,sponsored,no,HOTTEST SHIT ON DA STREET,yes,5745,BIGGA RANKIN,10501,63,4,11/3/2013,yes,High Class Street Music Episode 2 Hustlers Paradise,9,49757
Da_ChiiNk,TM88 & South Side,sponsored,no,"808 Mafia's own producers TM88 & South Side drop their official duel mixtape ""Crazy 8 x It's A Southside Track 3""",yes,6093,,15640,38,5,11/2/2013,yes,Crazy 8 x It's A Southside Track 3,24,53642
Omizzle,Action Bronson,sponsored,no,"New mixtape from Action Bronson x Party Supplies ""Blue Chips 2""",yes,285939,,339702,721,5,11/1/2013,yes,Blue Chips 2,19,1003530
el presidente,HardHead,exclusive,no,Stream/Download Hardhead - Deliberate Mistakes (Hosted by DJ Tech). New Mixtape from Batgang's Hardhead : @HardHeadedSOB @IAMDJTECH,yes,2323,DJ Tech,3429,12,5,11/1/2013,yes,Deliberate Mistakes,12,20826
hamilvision,Charles Hamilton,exclusive,no,"Charles Hamilton: ""StHZERO, my darkest concept project yet, hits the surface. I'm proud of it, and with my 26th bday coming up, I'm only getting wiser.""
Follow CH on Twitter: @DukeBDZ",yes,2401,,5769,21,5,11/1/2013,yes,StHZERO: The Death Of Charles Hamilton,14,27476
Omizzle,Mac Miller,sponsored,no,"New random project from Most Dope general Mac Miller as his new alter ego entitled ""Delusional Thomas""",yes,212637,,288129,1180,5,11/1/2013,yes,Delusional Thomas,10,948097
Omizzle,Lloyd Banks,exclusive,no,"Banks continues his Halloween tradition of dropping mixtapes with his newest offering ""F.N.O. Failure's Not An Option) Hosted by DJ Drama",yes,284701,DJ Drama,440046,1170,5,10/31/2013,yes,F.N.O. (Failure's No Option),16,1408539
Da_ChiiNk,Serial Killers,sponsored,no,"New mixtape from newly formed rap group Serial Killers ""Serial Killers Vol. 1"" which is compromised of Xzibit, B-Real of Cypress Hill & Demrick. With features from Kurupt, Goldie Locc, Jon Connor, Hopsin and Easy MoneyST. Follow @Xzibit, @B_Real & @IamDemrick",yes,11759,,6618,51,5,10/31/2013,yes,Serial Killers Vol. 1,14,61223
Omizzle,Scram Jones,exclusive,no,"New FreEP ""Dead Giveaway"" from Producer / DJ / Artist Scram Jones!",yes,6298,,6982,20,5,10/31/2013,yes,Dead Giveaway,8,50110
Da_ChiiNk,Mike Jones,sponsored,no,"New mixtape from Mike Jones ""Back Ballin' Underground"" hosted by DJ Black, DJ Choice & DJ 24",yes,5770,"DJ Black, DJ Choice & DJ 24",12344,39,4,10/31/2013,yes,Back Ballin' Underground,12,63560
Omizzle,Jacob Latimore,exclusive,no,"New project from young superstar Jacob Latimore part of his ""This Is Me' R&B mixtape series.  Enjoy! Happy Halloween!",yes,22389,,23800,60,5,10/31/2013,yes,This Is Me 2,10,168909
Omizzle,S.B.O.E.,exclusive,no,"New mixtape from S.B.O.E. (Slowbucks Over Everything) Part 2 of the ""All We Got Is Us"" mixtape series.",yes,23043,DJ Whoo Kid & Slowbucks,27076,40,5,10/31/2013,yes,All We Got Is Us 2,15,172250
Omizzle,OJ Da Juiceman,sponsored,no,"New Halloween themed mixtape from Oj Da Juiceman ""Return of the Juiceman""",yes,17260,32 Ent.,31435,84,4,10/31/2013,yes,Return Of Da Juiceman,15,102181
thatkidsalazar,RondoNumbaNine,sponsored,no,"RondoNumbaNine Closes out the month of October with the new project
RealNigga4Life
With Features from 
Fredo Santana, LA CAPONE, Lupe Fiasco Cdai, Lil Durk, Tay 600,Bosstop
Follow Rondo on twitter @RondoNumbanine
Dj Bandz @DJ_BANDZ
Dj Victoriouz @djvictoriouz

RIP King La Capone 
And Happy Rondoween",yes,53732,DJ Victoriouz & DJ Bandz,57222,163,5,10/31/2013,yes,Real Nigga 4 Life,12,203811
Omizzle,Yelawolf & DJ Paul,exclusive,no,"New freEP from Yelawolf and DJ Paul ""Black Fall"" Hosted by DJ Whoo Kid",yes,118124,DJ Whoo Kid,127921,490,5,10/31/2013,yes,Black Fall (EP),5,526328
flybeats09,Curren$y & Smoke DZA,exclusive,no,"Curren$y and Smoke DZA release their EP The Stage, with production handled by Harry Fraud. It features four original tracks with guest appearances from French Montana & Big K.R.I.T. Make sure you grab Smoke Dza's new single ""Legends In The Making (Ashtray pt. 2)"" feat. Curren$y & Wiz Khalifa available everywhere 11/5/13 on Surf School Recordings.",yes,172479,,264516,796,5,10/30/2013,yes,The Stage EP,4,827787
Omizzle,Lil Chuckee,sponsored,no,"New mixtape from Lil Chuckee ""Lebron of my Time""",yes,5295,DJ Envy & DJ Blu,4765,18,4,10/30/2013,yes,Lebron Of My Time,20,31948
Omizzle,The Kid Daytona,exclusive,no,"New mixtape from The Kid Daytona ""Savoir Faire""",yes,7053,,7979,25,5,10/29/2013,yes,Savoir Faire,15,55073
Omizzle,Snoop Dogg,exclusive,no,"Snoop drops part 2 of his ""That's My Work"" series once again hosted by DJ Drama.  Features include Erik Sermon, Method Man & more!",yes,138804,DJ Drama,168428,338,5,10/29/2013,yes,That's My Work 2,18,674068
Vizzlelicious,SZA,sponsored,no,"Before signing to TDE, SZA released her second EP, titled 'S'.",yes,55482,TDE,70306,190,5,10/28/2013,yes,S EP,8,343337
Da_ChiiNk,Redman,sponsored,no,"On top of announcing a Muddy Waters 2 mixtape and EP will precede the release of the official follow-up to his 1996 classic, Redman decided to let loose a compilation of remixes heâ€™s laced. Taking on past tracks from the likes of Eminem, Jay-Z, Nas, Kanye West, Justin Timberlake, Jadakiss, Stevie Wonder and more. Follow him @therealredman",yes,35184,,45336,182,5,10/28/2013,yes,Remixxes,20,181162
Vizzlelicious,SZA,sponsored,no,"This is SZA's first ever EP, released back in 2012.",yes,51820,TDE,57584,214,5,10/28/2013,yes,See.SZA.Run,7,282153
Omizzle,Chevy Woods,exclusive,no,"New mixtape from Taylor Gang OG Chevy Woods ""Gang Land 2"" Hosted by DJ Drama",yes,109372,DJ Drama,103940,197,5,10/24/2013,yes,Gang Land 2,18,550095
Da_ChiiNk,DJ Paul & Drumma Boy,sponsored,no,"New mixtape from DJ Paul & Drumma Boy ""Clash Of The Titans"" hosted by DJ Scream",yes,17713,DJ Scream,21343,82,5,10/23/2013,yes,Clash Of The Titans,18,105991
Da_ChiiNk,Mann,sponsored,no,"The latest tape from West L.A. emcee Mann, hosted By DJ Base and featuring Lanaa Mak, Skeme, BEeFf, Kevo Da Kid, Shawn Chrystopher, Stoney The Dealer, El Co, Tone Oliver, and Matik with production from Red VIsion, Laze & Royal, Rey Reel, Nate Foxx, Tree Lo, Rob Holiday, THC, Beat Boy, Sounds, Dnez, Matty Trump, Jely Rol and Wundermine. #PeaceLife",yes,931,DJ Base,1317,7,4,10/23/2013,yes,The Expansion Tape,15,9509
Omizzle,Young L,exclusive,no,A Young L Instrumental EP,yes,4362,,7000,11,4,10/23/2013,yes,Convulsion,5,45028
Omizzle,Lola Monroe,sponsored,no,New mixtape from Lola Monroe hosted by DJ ill Will,yes,12262,DJ ill Will,14109,63,5,10/23/2013,yes,Lipstick And Pistols,16,129512
Da_ChiiNk,Spodee,sponsored,no,"New mixtape from Grand Hustle's own Spodee ""No Pressure 2""",yes,9967,,13766,34,5,10/21/2013,yes,No Pressure 2,11,54430
Omizzle,Bizzy Crook,exclusive,no,"New mixtape from Bizzy Crook ""84"" inspired by he year 1984",yes,8580,,12165,39,5,10/21/2013,yes,84,16,87355
YOUNG_NOBLE,"The Outlawz , Young Buck",sponsored,no,"Warrior Music-The Outlawz & Young Buck 
Follow us @TheOutlawz @youngbuck",yes,19428,,27862,104,5,10/20/2013,yes,Warrior Music,20,147899
Omizzle,Tray Savage,sponsored,no,Glory Boyz Ent,yes,11002,,13349,41,5,10/20/2013,yes,Brain Dead,12,54564
therealdjshon,Lil Mister,exclusive,no,"Team No Lacking Presents The Highly Anticipated Mixtape From Lil Mister ""Hi Haters"" Hosted By @DJShonChicago @DJAmaris1 @DJSuspense via @StackOrStarvDJs @SOS_DVD @BlokBiznessDJ @DopeAllianceUK www.stackorstaredvd.com",yes,15446,"DJ Shon, DJ Amaris, DJ Suspence",20223,57,4,10/18/2013,yes,Hi Haters,14,118164
Da_ChiiNk,Young Dolph,sponsored,no,"New mixtape from Young Dolph ""South Memphis Kingpin""",yes,57196,,85683,178,5,10/15/2013,yes,South Memphis Kingpin,17,282743
Omizzle,Snow Tha Product,exclusive,no,"Part 2 of ""Good Nights & Bad Mornings"" from Snow Tha Product",yes,99468,,91815,572,5,10/14/2013,yes,Good Nights & Bad Mornings 2: The Hangover,22,534670
Omizzle,Eddie B X Harry Fraud,exclusive,no,New mixtape from Eddie B produced by Harry Fraud,yes,13186,,16667,38,5,10/14/2013,yes,The Johnny Utah Story,12,82011
chiefkeef,Chief Keef,sponsored,no,"New mixtape from Chief Keef ""Almighty So"" Hosted by DJ Scream",yes,342212,DJ Scream,535097,1118,4,10/12/2013,yes,Almighty So,15,1881496
Omizzle,Ying Yang Twins,sponsored,no,"New mixtape from the Ying Yang Twins ""Twurk Or Die""",yes,3548,,5670,20,5,10/11/2013,yes,Twurk Or Die,15,36617
lildurk,Lil Durk,exclusive,no,"Lil Durk and DJ Drama release ""Signed to the Streets"" the follow up mixtape to Durks debut project ""Life Aint No Joke"" which dropped last year.  Features include Lil Reese and production from Young Chop, Zaytoven, Paris Beuller and more!",yes,673103,DJ Drama,956228,1808,5,10/10/2013,yes,Signed To The Streets,15,2919853
Da_ChiiNk,League Of Starz,sponsored,no,"""LOS.FM"" is a compilation project from producers League Of Starz, rounding up some of their recent production as well as some joints you probably haven't heard before. The producers get verses from The Game, Iamsu, 2 Chainz, Tyga, Problem, Snoop Dogg and more. Follow them @LeagueOfStarz",yes,10435,,10233,30,4,10/10/2013,yes,LOS.FM,18,55124
thegame,Game,exclusive,no,"The long awaited new mixtape from Compton emcee, The Game. OKE (Operation Kill Everything) is hosted by the world famous DJ Skee and powered by DatPiff.com.  Features include Chris Brown, Lil Wayne, Nipsey Hussle, Problem and many more!",yes,353306,DJ Skee,290366,366,5,10/9/2013,yes,OKE,19,1229181
nipseyhussle,Nipsey Hussle,exclusive,no,"Los Angeles emcee Nipsey Hussle has unleashes his latest mixtape, Crenshaw.

Nips first release since dropping The Marathon Continues in 2011, the mixtape has a total of 21 original tracks, including â€œChecc Me Out,â€ â€œBlessingsâ€ and â€œAll Get Right.â€ Throughout the project, Nispey is also joined by the likes of Dom Kennedy, James Fauntleroy, Rick Ross, Skeme and Slim Thug. Beats courtesy of 9th Wonder, 1500 or Nothin, Cozmo, The Futuristics, Teeflii and more!

You can also purchase a special, limited edition $100 hard copy of the album via iamproud2pay.com.",yes,740524,DJ Drama,1106513,2617,5,10/8/2013,yes,Crenshaw,21,2959449
Da_ChiiNk,Berner,sponsored,no,"New mixtape from Taylor Gang affiliate Berner ""Drugstore Cowboy"" with features from Ty Dolla $ign, Problem, Trae Tha Truth, Nipsey Hussle, Wiz Khalifa, Chevy Woods, Big K.R.I.T., and more. Production courtesy of DJ Mustard, Tha Bizness, and Sledgren, and more.",yes,69093,,99859,265,5,10/8/2013,yes,Drugstore Cowboy,19,304615
Da_ChiiNk,Metro Boomin,sponsored,no,"New mixtape from producer Metro Boomin ""19 & Boomin"" hosted by Trap-A-Holics, DJ Spinz & DJ Lil Keem",yes,22226,"Trap-A-Holics, DJ Spinz & DJ Lil Keem",51439,118,4,10/7/2013,yes,19 & Boomin,21,159601
flybeats09,Christian Radke,exclusive,no,"Hosted by Dj Yo Boy Earl
Kush YMCMB first artist Christian Radke follows up from the classic
Brothers From Another with a ton of features, Kevin Gates, Kidd Kidd,
Daniel haertless, LG, Deeds, Morgan, and more.  You won't believe your
ears. Tune in and turn up your speakers.  This tape will blow your
mind. Features and Verses from Christian Radke are going for $400 we
also can be booked for concerts. Contact T. Hilly 504.235.5027",yes,3070,DJ Ya Boy Earl,4327,24,4,10/6/2013,yes,Fatal Attraction,20,38389
OfficialWakaBSM,Waka Flocka,exclusive,no,"The anticipated and long awaited new project from Waka Flocka ""From Roaches To Rolex"" Hosted by DJ Scream and powered by DatPiff.com",yes,171240,DJ Scream,155711,273,5,10/4/2013,yes,From Roaches To Rollies,15,827039
Omizzle,Dee Low,exclusive,no,,yes,3962,Monsta Beatz & Street Customs,5326,11,5,10/4/2013,yes,Shine,11,26274
Sousa2611,Fiend,sponsored,no,New Mixtape From Jet Life Member Fiend,yes,8960,,15230,61,5,10/2/2013,yes,Keep Ya Cool,16,59928
flybeats09,Migos & Rich The Kid,sponsored,no,"Migos & Rich The Kid present ""Streets On Lock 2""",yes,167515,"DJ Victoriouz, DJ Ray G & DJ Kash",224382,470,4,10/1/2013,yes,Streets On Lock 2,16,940607
Omizzle,Young A.C.,exclusive,no,"New mixtape from Florida's YOUNG AC ""Batchetta 166"" Hosted by ATL's DJ Holiday.",yes,11162,DJ Holiday,21803,10,4,10/1/2013,yes,Barchetta 166,14,113192
killacam,Cam'ron,sponsored,no,"New mixtape from Killa Cam ""Ghetto Heaven Vol 1"" Presented by Walk Like Us",yes,159949,,161684,364,5,10/1/2013,yes,Ghetto Heaven Vol 1,19,711531
Omizzle,Vic Mensa,sponsored,no,"Without further adieu, let us reintroduce Vic Mensa with his very digital new project #INNANETAPE. The 14-track album includes features and production from Chance The Rapper, Ab-Soul, Hit-Boy, Michael Uzowuru, DJ Dahi, Boi-1da, Cam and more (via illroots.com)",yes,215683,,199388,743,5,9/30/2013,yes,Innanetape,14,691564
MeekMillDC,Meek Mill,exclusive,no,"Its been nearly a year since Meek and Drama released 'Dreamchasers 2' here on DatPiff.  The record setting mixtape catapulted Meek Mill to a whole new level of stardom, and into a new tax bracket.  Meek looks to follow up the classic mixtape with the third installment of the 'Dremchasers'series on this Sunday afternoon of September 29th.  DC3 boasts features from French Montana, Future, Nicki Minaj, Jadakiss, Fabolous, Rick Ross and production from Tone Beats, TM88, Southside, Rio & more!  Follow on twitter @MeekMill @DJDrama @DatPiff",yes,1609879,DJ Drama,2347598,3988,5,9/29/2013,yes,Dreamchasers 3,17,10314733
